Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region,Beds,Website
Heilsugæslusel Flateyrar,Hospital,,,,66.046775,-23.512311,Iceland,0,https://hvest.is/starfsstodvar/flateyri/
Heilsugæslustöðin Djúpavogi,Hospital,,,,64.654415,-14.280435,Iceland,0,
Kleppsspítali,Hospital,,,"Reykjavík, 104",64.14504,-21.848411,Iceland,0,
Landakotsspítali,Hospital,,,Reykjavík,64.148418,-21.949093,Iceland,0,
Landspítali,Hospital,,,,64.138099,-21.927523,Iceland,0,https://www.landspitali.is/
Landspítali Fossvogur,Hospital,,,,64.122068,-21.888698,Iceland,0,http://landspitali.is
Landspítali Grensás,Hospital,,,"Reykjavík, 108",64.125614,-21.881402,Iceland,0,
Rauði kross Íslands,Hospital,,,,65.975086,-18.530503,Iceland,0,
Sjúkrahúsið Vogur,Hospital,,,,64.126256,-21.792991,Iceland,0,
Sjúkrahúsið og Heilsugæslan á Akranesi,Hospital,,,,64.319691,-22.081835,Iceland,0,https://www.sha.is/
Sjúkrahúsið og heilsugæslan á Ísafirði,Hospital,,,"Torfnes, Ísafjörður, 400",66.075137,-23.127915,Iceland,0,
Sjúkrahúsið á Akureyri,Hospital,,,,65.673313,-18.093636,Iceland,0,
Öldrunardeild Vífilsstöðum,Hospital,,,,64.082131,-21.888015,Iceland,0,
Auckland City Hospital,Hospital,09 307 8888,,"2, Park Road, Auckland, 1023",-36.859739,174.770482,New Zealand,1165,https://www.adhb.health.nz/hospitals-and-clinics/auckland-city-hospital/
Kaitaia Hospital,Hospital,+6494089180,,"29, Redan Road, Kaitaia, 0410",-35.119245,173.260701,New Zealand,26,https://www.northlanddhb.org.nz/our-services/our-hospitals/kaitaia-hospital-services/
Bay of Islands Hospital,Hospital,+6494040280,,"Hospital Road, Kawakawa, 0210",-35.386294,174.069256,New Zealand,20,https://www.northlanddhb.org.nz/our-services/our-hospitals/bay-of-islands-hospital-services/
24 Hour Surgery,Hospital,+64 3 365 7777,,"401, Madras Street, Christchurch, 8013",-43.521619,172.641532,New Zealand,0,https://www.24hoursurgery.co.nz/
Accident and Urgent Medical Centre,Hospital,+64 4 384 4944,,"17, Adelaide Road, Wellington",-41.301904,174.779877,New Zealand,0,https://www.wamc.co.nz/
Albany Veterinary Hospital,Hospital,,,,-36.739009,174.692041,New Zealand,0,
Alexandra Hospital,Hospital,,,"5, Alexandra Grove, Nelson",-41.340652,173.199734,New Zealand,0,https://www.nmdhb.govt.nz/hospitals-and-community-services/hospitals/alexandra-hospital/
Althorp Private Hospital,Hospital,,,,-37.740239,176.126202,New Zealand,0,
Amberwood Hospital and Rest Home,Hospital,,,,-36.827072,174.608702,New Zealand,0,
Aranui Rest Home and Hospital,Hospital,,,,-36.886301,174.710442,New Zealand,0,
Ascot Hospital,Hospital,,,,-36.887492,174.800523,New Zealand,0,
Ashburton Hospital,Hospital,,,,-43.894456,171.746819,New Zealand,0,
Auckland City Surgical Services Limited,Hospital,+64 9 522 2800,,,-36.873708,174.782235,New Zealand,0,https://www.onehealth.co.nz/
Auckland Radiology Oncology,Hospital,+64 0800 497 297,info@radiology.co.nz,Mountain Road,-36.873406,174.769779,New Zealand,0,https://radiology.co.nz/locations/epsom
Auckland Skin and Cancer Foundation,Hospital,,,,-36.87972,174.791678,New Zealand,0,
Auckland Spinal Rehabilitation Unit,Hospital,+6492709070,info@nzspinaltrust.org.nz,"30, Bairds Road, Auckland, 2025",-36.956766,174.855302,New Zealand,0,https://nzspinaltrust.org.nz
Awhinatia Health Centre,Hospital,,,,-37.055711,174.933492,New Zealand,0,
Bay Radiology,Hospital,+6475780273,,"281, Cheyne Road, 3112",-37.742462,176.137083,New Zealand,0,https://bayradiology.co.nz/
Bay of Islands Hospital,Hospital,+6494040280,,"21, Hospital Road, Kawakawa, 0210",-35.386281,174.069394,New Zealand,0,https://www.northlanddhb.org.nz/our-services/our-hospitals/bay-of-islands-hospital-services/
Beach Haven Hospital,Hospital,,,,-36.78822,174.700173,New Zealand,0,
Bethesda Home and Hospital,Hospital,,,,-36.997177,174.883728,New Zealand,0,
Bidwell Hospital,Hospital,,,,-44.394316,171.242623,New Zealand,0,
Birthright,Hospital,+64 9 522 2800,,,-36.873329,174.782604,New Zealand,0,https://www.onehealth.co.nz/
Bluff Medical Centre,Hospital,,,"2, Tone Street",-46.604411,168.350465,New Zealand,0,
Botany SuperClinic,Hospital,+64 9 277 1516,,,-36.922402,174.91373,New Zealand,0,
Bowen Hospital,Hospital,,,"98, Churchill Drive, Wellington",-41.259206,174.766869,New Zealand,0,
Braemar Hospital,Hospital,,,"24, Ohaupo Road",-37.807901,175.278984,New Zealand,0,https://braemarhospital.co.nz/
Brightside Hospital,Hospital,,,,-36.879079,174.771155,New Zealand,0,http://www.endoscopyak.co.nz/
Buchanan Rehabilitation and Carrington Haemodialysis,Hospital,,,,-36.87366,174.711855,New Zealand,0,
Bupa Hillsborough Care Home,Hospital,,,,-36.924005,174.768477,New Zealand,0,
Burwood Hospital,Hospital,,,"300, Burwood Road, Christchurch, 8083",-43.480151,172.684946,New Zealand,0,
CHT Highfield Home and Hospital,Hospital,,,,-38.02171,175.333358,New Zealand,0,
Cancer Society,Hospital,+64 9 9239909,,,-36.86323,174.770016,New Zealand,0,
Canterbury Charity Hospital,Hospital,,,,-43.486329,172.583222,New Zealand,0,https://charityhospital.org.nz
Cascades Rest Home and Hospital,Hospital,,,,-37.79759,175.281949,New Zealand,0,
Chalmers Hospital,Hospital,,,,-39.051874,174.082685,New Zealand,0,
Child & Youth Services Te Roopu Kimiora,Hospital,+6494089180,,,-35.119902,173.262122,New Zealand,0,https://www.northlanddhb.org.nz/our-services/our-hospitals/kaitaia-hospital-services/
Child Development Service,Hospital,,,"440, Montreal Street, Christchurch",-43.521313,172.631069,New Zealand,0,https://cdhb.health.nz/childdevelopmentservice
Christchurch Hospital,Hospital,+64 3 364 0600,,"Riccarton Avenue, Christchurch, 8011",-43.533748,172.625238,New Zealand,0,https://www.cdhb.health.nz/Hospitals-Services/hospitals/Christchurch-Hospital/Pages/default.aspx
Christchurch Outpatients,Hospital,+64 3 364 0490,,"2, Oxford Terrace, Christchurch, 8011",-43.534884,172.627155,New Zealand,0,
Christchurch Outpatients,Hospital,+64 3 364 0490,,,-43.534882,172.627013,New Zealand,0,
Christchurch Public Hospital,Hospital,,,"2, Riccarton Avenue, Christchurch, 8011",-43.534333,172.625489,New Zealand,0,https://www.cdhb.health.nz/hospitals-health-facilities/christchurch-hospital/
